tenure_months,usage_frequency,payment_method,complaints,discount_used_pct,plan_type,monthly_charges,churn
2,2,3,0,47,0,99,1
17,7,0,2,16,1,199,0
14,7,2,3,45,0,299,1
13,5,3,0,19,1,99,0
9,7,2,1,43,2,199,0
15,8,1,0,40,0,299,0
22,8,1,0,14,0,99,0
15,12,0,0,43,1,199,0
24,4,3,0,45,0,299,0
11,6,0,0,57,0,99,0
16,8,3,1,21,1,99,0
17,9,0,1,49,0,299,0
4,6,3,0,51,2,299,1
1,11,1,0,5,0,199,0
8,6,2,0,3,2,199,0
17,9,2,0,57,2,299,1
3,12,2,0,22,2,199,1
20,7,1,0,43,0,99,1
15,14,1,1,44,0,99,0
15,6,1,0,18,0,199,0
24,9,0,0,53,0,299,1
22,8,0,2,44,2,299,0
14,10,2,1,30,1,299,0
23,9,2,0,43,1,299,0
14,5,2,1,51,1,199,0
24,7,2,2,2,1,199,0
2,10,3,0,27,1,199,0
13,6,1,1,2,0,199,0
14,7,1,0,13,1,199,0
24,8,3,0,17,0,99,0
19,6,3,2,26,0,299,0
7,5,2,0,50,1,199,1
3,7,3,2,60,1,99,1
15,4,2,1,59,0,199,1
23,12,2,1,9,0,199,0
14,12,2,2,48,2,99,0
11,9,1,1,14,2,299,0
15,7,2,0,18,2,99,0
13,5,2,0,8,0,99,0
18,5,1,1,3,2,199,0
6,7,3,1,14,2,199,0
3,6,2,1,50,2,299,1
19,7,2,0,47,1,299,0
15,9,3,2,7,2,299,0
23,8,2,0,48,0,99,0
5,6,0,1,52,0,99,1
10,9,1,3,0,1,199,0
7,8,2,1,6,1,99,0
17,5,2,0,52,1,299,1
7,9,2,0,30,1,199,0
22,6,2,0,17,1,299,0
12,8,2,0,11,2,99,0
17,6,1,0,47,1,199,0
13,7,2,1,29,1,199,0
20,8,1,1,32,1,99,0
4,5,1,0,58,0,199,1
10,8,2,1,46,1,199,0
3,5,2,2,6,1,199,1
9,9,2,0,27,0,99,0
13,11,2,2,48,0,99,0
18,8,3,1,2,1,199,0
15,6,2,1,42,1,99,0
4,11,3,0,5,1,99,1
15,7,2,2,30,2,99,0
22,10,1,0,37,1,99,0
2,8,1,0,14,0,99,0
15,9,3,0,6,1,99,0
8,7,2,0,42,0,199,0
8,7,2,3,29,1,199,1
17,12,1,1,26,1,199,0
12,3,2,1,16,0,299,0
19,6,2,1,54,1,199,1
10,9,1,2,17,1,199,0
9,8,1,1,21,0,299,0
5,8,1,1,60,2,199,1
6,7,1,0,55,1,199,1
20,9,3,0,60,0,199,0
2,11,3,1,52,2,199,0
24,8,1,1,25,2,199,0
13,7,1,2,50,0,99,1
6,8,3,0,26,0,99,0
5,15,2,1,39,1,99,0
1,14,2,1,23,0,99,1
21,10,3,2,51,1,99,0
22,6,1,0,7,1,199,0
21,13,2,0,20,0,199,0
6,4,3,2,28,1,199,0
6,4,2,0,42,0,99,0
23,7,3,0,20,0,299,0
16,10,3,0,2,0,199,0
4,13,0,0,30,1,99,0
11,6,2,2,54,1,299,0
24,10,1,1,26,0,199,0
23,5,2,1,45,2,199,0
9,11,2,0,26,1,99,0
23,6,2,2,8,1,199,0
3,8,1,2,56,2,299,1
19,4,1,2,32,1,199,1
8,8,2,1,32,2,199,0
5,9,1,1,25,0,199,0
4,11,3,0,27,0,299,0
24,8,3,1,43,1,99,0
6,8,0,0,42,1,199,1
2,9,2,0,30,1,99,0
20,13,0,0,52,2,199,0
11,10,3,1,0,0,199,0
4,9,2,1,19,0,99,0
15,8,2,1,11,0,199,0
6,7,2,2,16,1,199,0
22,12,2,1,14,0,99,0
17,2,1,4,33,0,199,1
24,6,1,0,49,0,99,0
6,6,3,0,15,1,199,0
19,6,1,1,3,0,99,0
2,13,2,0,7,2,199,0
15,6,3,1,33,0,199,0
11,6,2,0,45,1,199,1
8,9,0,1,24,0,99,0
19,8,2,1,14,1,299,0
13,14,0,1,27,0,199,0
12,6,2,0,8,2,99,0
5,4,2,2,1,0,299,1
6,9,2,0,16,0,99,0
22,7,3,1,57,0,199,0
4,8,3,2,9,1,199,0
19,8,2,1,8,1,199,0
20,10,0,0,30,2,299,0
1,6,1,1,1,0,199,1
20,4,1,1,23,1,99,0
17,10,3,1,18,1,299,0
12,10,2,0,16,0,299,0
